CustomerID,Frequency,Monetary,Recency
12499.0,1,393.71999999999997,560
12500.0,25,5872.310000000002,23
12501.0,2,2089.68,315
12502.0,5,3723.87,96
12504.0,6,411.0,18
12505.0,3,908.0000000000001,301
12506.0,1,73.50000000000003,233
12507.0,5,1797.3100000000002,134
12508.0,2,398.27000000000004,26
12509.0,1,176.5,284
12510.0,16,3689.3299999999986,143
12511.0,2,3065.770000000001,415
12512.0,2,138.03000000000006,66
12513.0,2,586.7900000000001,85
12514.0,2,1597.7600000000002,267
12515.0,1,383.7,353
12516.0,4,2648.62,78
12517.0,6,2464.8899999999994,28
12518.0,5,2056.8899999999994,1
12519.0,3,695.19,64
12520.0,6,2582.5099999999998,79
12521.0,1,599.6800000000001,143
12522.0,2,192.72000000000003,39
12523.0,30,4220.849999999999,2
12524.0,18,11091.359999999993,9
12525.0,8,835.1799999999995,491
12526.0,3,1316.6600000000005,1
12527.0,5,735.5100000000001,82
12528.0,8,1922.2800000000009,9
12529.0,2,311.78,523
12530.0,12,3689.8600000000006,60
12531.0,3,1899.0499999999997,15
12532.0,1,349.83,30
12533.0,6,1149.9899999999993,619
12534.0,1,1089.18,131
12535.0,2,716.3500000000001,92
12536.0,5,4106.820000000003,8
12537.0,1,732.9399999999998,409
12538.0,2,640.4499999999999,29
12539.0,8,9498.900000000001,22
12540.0,36,22107.29000000004,20
12541.0,3,981.1800000000002,30
12542.0,4,423.37999999999994,484
12543.0,1,980.2500000000002,448
12544.0,2,355.7,30
12545.0,2,1000.3899999999999,75
12546.0,3,1141.5,47
12547.0,3,383.5799999999999,198
12548.0,1,95.19999999999999,166
12549.0,6,1575.6799999999998,576
12550.0,1,964.8299999999994,79
12551.0,1,168.0,358
12552.0,2,437.81999999999994,39
12553.0,17,4548.820000000003,8
12554.0,1,468.49999999999994,449
12555.0,1,129.23,682
12556.0,2,603.7099999999997,50
12557.0,8,18716.14,16
12558.0,2,2.6645352591003757e-14,2
12559.0,3,536.2099999999999,311
12560.0,4,2101.3900000000003,5
12561.0,1,238.85,303
12562.0,9,4966.920000000003,8
12563.0,1,249.24,409
12564.0,1,456.9000000000001,261
12565.0,2,131.17,282
12566.0,2,346.70000000000005,73
12567.0,17,13393.81999999999,23
12568.0,1,70.0,645
12569.0,35,4064.989999999999,2
12570.0,1,77.52,682
12571.0,2,519.6099999999999,40
12572.0,3,1004.7200000000003,9
12573.0,5,717.4100000000001,227
12574.0,1,218.45000000000002,316
12575.0,2,622.8199999999999,457
12576.0,11,2083.870000000001,36
12577.0,9,1591.350000000001,35
12578.0,7,4572.449999999999,21
12579.0,3,410.71999999999997,73
12580.0,2,1052.9,247
12581.0,1,197.70999999999998,40
12582.0,4,1980.4,239
12583.0,31,14344.900000000005,3
12584.0,18,1893.9500000000005,4
12585.0,4,1982.809999999999,234
12586.0,5,2028.670000000001,17
12587.0,1,144.0,8
12588.0,5,938.98,39
12589.0,11,3094.170000000001,29
12590.0,5,9853.480000000001,190
12591.0,3,1352.1500000000005,317
12592.0,8,1152.6200000000003,92
12593.0,3,418.09999999999997,109
12594.0,17,5044.510000000005,38
12595.0,1,299.02000000000004,505
12596.0,2,618.27,51
12597.0,5,3683.1300000000015,19
12598.0,15,4414.669999999999,10
12599.0,13,2296.7199999999993,29
12600.0,26,4955.790000000002,29
12601.0,7,673.76,190
12602.0,1,153.12000000000003,59
12603.0,1,739.1999999999999,22
12604.0,2,254.17999999999995,79
12605.0,5,1217.9499999999991,365
12606.0,1,21.0,682
12607.0,2,3.339550858072471e-13,58
12608.0,1,415.78999999999996,405
12609.0,10,3417.8599999999997,78
12610.0,7,2057.9900000000007,23
12611.0,1,1193.32,52
12612.0,2,643.5900000000001,58
12613.0,13,6591.520000000006,31
12614.0,1,315.59999999999997,278
12615.0,11,5564.88,2
12616.0,7,1045.35,85
12617.0,1,355.5300000000002,29
12618.0,1,177.31,22
12619.0,14,3354.95,16
12620.0,3,1339.4099999999999,15
12621.0,44,24579.31000000001,2
12622.0,1,180.09999999999997,232
12623.0,9,3639.84,276
12624.0,2,641.1300000000001,106
12625.0,5,5095.379999999998,212
12626.0,13,6388.3499999999985,23
12627.0,7,4478.53,11
12628.0,4,769.6099999999998,4
12629.0,2,1558.2199999999998,386
12630.0,2,1270.8799999999999,10
12631.0,7,3452.2699999999995,57
12632.0,4,738.8799999999999,521
12633.0,10,5595.210000000003,59
12634.0,2,490.0,536
12635.0,4,2930.4100000000017,90
12636.0,1,141.0,739
12637.0,14,8271.660000000007,67
12638.0,2,921.4900000000001,33
12639.0,3,1312.37,239
12640.0,3,1174.58,24
12641.0,1,185.9,115
12642.0,3,1013.26,25
12643.0,14,7880.899999999998,128
12644.0,6,1815.540000000001,130
12645.0,10,3499.1000000000017,34
12646.0,2,1346.9700000000003,5
12647.0,45,17682.789999999997,22
12648.0,5,1097.0,155
12649.0,10,2238.7,107
12650.0,1,314.44,3
12651.0,5,365.3,335
12652.0,3,1011.5799999999999,322
12653.0,3,4160.83,149
12654.0,5,601.98,11
12655.0,1,261.35,424
12656.0,12,6320.7800000000025,17
12657.0,5,1152.06,11
12658.0,1,686.0500000000001,19
12659.0,1,91.68,30
12660.0,1,245.10000000000002,11
12661.0,1,162.00000000000003,436
12662.0,22,6949.170000000008,1
12663.0,3,204.0,625
12664.0,12,6052.039999999999,8
12665.0,5,301.45,325
12666.0,2,1020.98,359
12667.0,1,620.13,58
12668.0,12,11380.70999999999,7
12669.0,4,1607.7300000000002,151
12670.0,8,3750.39,10
12671.0,1,2622.481000000001,606
12672.0,3,410.5,330
12673.0,3,1230.0200000000002,5
12674.0,7,1919.3100000000002,12
12675.0,4,934.8000000000002,554
12676.0,12,2773.09,25
12677.0,3,389.3,555
12678.0,23,33851.12999999998,42
12679.0,9,1058.67,52
12680.0,4,880.81,1
12681.0,56,30551.76,15
12682.0,53,23945.80999999997,4
12683.0,27,12418.6,4
12684.0,7,2283.6299999999997,8
12685.0,6,2863.0800000000004,28
12686.0,1,178.28,372
12687.0,2,2138.9100000000003,481
12688.0,1,4873.810000000005,114
12689.0,2,1247.61,26
12690.0,1,389.00999999999993,206
12691.0,7,1170.4,28
12692.0,1,110.95,637
12693.0,11,1640.4199999999998,121
12694.0,4,1839.4500000000012,70
12695.0,7,1407.12,7
12696.0,3,801.15,435
12697.0,5,939.02,21
12698.0,1,339.75000000000006,590
12699.0,1,638.1100000000001,418
12700.0,6,4867.990000000006,8
12701.0,6,2446.4100000000003,80
12702.0,1,219.0,20
12703.0,7,892.1799999999998,64
12704.0,10,2220.84,7
12705.0,22,11553.999999999985,15
12707.0,1,603.42,292
12708.0,30,5118.159999999999,30
12709.0,55,30312.61000000002,3
12710.0,4,1130.5700000000006,97
12711.0,2,1339.0499999999993,612
12712.0,28,6979.659999999997,23
12713.0,1,848.5499999999998,1
12714.0,12,14093.710000000014,9
12715.0,1,353.85999999999996,106
12716.0,2,1053.4899999999996,4
12717.0,4,1258.9100000000003,151
12718.0,1,238.25000000000003,71
12719.0,3,608.0999999999999,5
12720.0,41,8047.879999999995,3
12721.0,10,3906.6799999999994,32
12722.0,6,904.33,85
12723.0,5,725.0699999999998,4
12724.0,7,2317.5200000000004,5
12725.0,4,2694.56,371
12726.0,11,4014.5999999999985,28
12727.0,12,5646.53,11
12728.0,5,1070.1699999999998,71
12729.0,1,453.0100000000001,114
12730.0,1,829.2500000000001,522
12731.0,19,25673.210000000036,24
12732.0,1,236.2600000000001,180
12733.0,6,2326.82,234
12734.0,3,639.6499999999999,353
12735.0,2,779.5699999999998,315
12736.0,1,234.00000000000003,333
12737.0,2,3710.5,499
12738.0,1,310.69999999999993,372
12739.0,4,2726.7300000000005,78
12740.0,1,427.5999999999999,64
12741.0,2,406.07000000000005,529
12742.0,2,1185.02,600
12743.0,2,546.4299999999997,134
12744.0,14,13158.159999999996,52
12745.0,3,925.4100000000002,487
12746.0,3,230.85,528
12747.0,32,9164.590000000006,2
12748.0,365,49970.12999999977,1
12749.0,16,6328.4900000000025,4
12750.0,1,275.88,129
12751.0,1,268.27,445
12752.0,1,4366.779999999999,81
12753.0,11,21024.010000000002,4
12754.0,5,2949.12,236
12755.0,22,6406.3499999999985,250
12756.0,1,112.08000000000001,87
12757.0,19,4227.7000000000035,16
12758.0,8,9778.999999999998,117
12759.0,8,5020.739999999994,52
12760.0,1,347.8,456
12761.0,2,782.95,458
12762.0,2,1898.5200000000004,8
12763.0,2,814.1600000000001,138
12764.0,1,1693.8800000000003,317
12765.0,6,1404.58,472
12766.0,11,10026.429999999993,4
12767.0,1,949.8199999999999,376
12768.0,2,2.1316282072803006e-14,432
12769.0,1,1143.6000000000001,239
12770.0,7,2975.95,211
12771.0,2,262.5,465
12772.0,1,892.4700000000004,60
12774.0,1,98.7,536
12775.0,8,1651.3200000000006,17
12776.0,1,55.5,668
12777.0,1,519.4499999999999,458
12778.0,10,1757.6800000000012,20
12779.0,21,6406.759999999998,21
12780.0,1,337.39999999999986,599
12781.0,5,707.72,21
12782.0,14,4526.039999999998,5
12783.0,8,1603.8699999999997,2
12784.0,3,1804.750000000001,9
12785.0,5,1079.31,3
12786.0,1,728.4999999999999,610
12787.0,5,859.18,10
12788.0,4,444.90000000000003,463
12789.0,3,273.34999999999997,65
12790.0,3,563.4499999999999,192
12791.0,8,777.7500000000001,374
12792.0,3,813.8799999999999,257
12793.0,3,1017.3299999999999,335
12794.0,2,860.4099999999999,53
12795.0,1,430.4800000000001,19
12796.0,1,381.0,628
12797.0,6,725.46,360
12798.0,4,8510.93,10
12799.0,1,219.35000000000002,529
12800.0,3,584.2499999999999,470
12801.0,2,1031.87,478
12802.0,9,2350.4200000000005,184
12803.0,1,1092.81,393
12804.0,2,327.02,466
12805.0,4,1434.9500000000005,382
12806.0,4,2878.959999999999,435
12807.0,3,269.95,383
12808.0,5,906.0999999999997,37
12809.0,8,1705.3400000000001,168
12810.0,2,534.99,535
12811.0,5,1033.9,261
12812.0,1,229.63999999999993,45
12813.0,3,1687.8000000000009,502
12814.0,1,125.92,102
12815.0,2,1063.46,148
12816.0,2,572.2,96
12817.0,3,690.98,281
12818.0,2,1517.8799999999999,178
12819.0,1,540.5200000000001,458
12820.0,13,2647.940000000002,3
12821.0,2,220.79999999999998,214
12822.0,3,918.9799999999999,71
12823.0,18,6501.5,75
12824.0,1,397.11999999999995,60
12825.0,2,518.63,521
12826.0,15,2928.6900000000032,3
12827.0,3,430.15,6
12828.0,6,1018.7100000000003,3
12829.0,4,345.3500000000001,322
12830.0,7,6748.4000000000015,38
12831.0,3,451.11,262
12832.0,2,383.03000000000003,32
12833.0,1,417.37999999999994,145
12834.0,1,312.38,283
12835.0,49,6018.669999999981,418
12836.0,17,6546.469999999993,59
12837.0,2,688.41,173
12838.0,12,3376.0299999999997,34
12839.0,31,9927.82999999999,3
12840.0,11,4013.870000000001,144
12841.0,42,7390.479999999985,5
12842.0,4,1917.9900000000002,70
12843.0,34,6345.609999999997,66
12844.0,4,648.6000000000001,29
12845.0,4,354.09000000000003,267
12846.0,1,15.58,682
12847.0,2,1636.8999999999999,22
12848.0,1,208.00000000000003,676
12849.0,6,3090.5600000000004,31
12850.0,1,330.0,446
12851.0,2,284.13000000000005,97
12852.0,2,299.75,290
12853.0,16,3728.5000000000023,108
12854.0,11,2922.369999999999,79
12855.0,4,650.9400000000005,373
12856.0,8,2162.680000000001,8
12857.0,7,3684.249999999999,211
12858.0,2,151.73000000000002,383
12859.0,1,575.0999999999999,459
12860.0,1,55.47,693
12861.0,1,68.25,620
12862.0,2,1008.3200000000004,426
12863.0,7,2775.55,52
12864.0,2,299.57,138
12865.0,5,3303.3100000000018,26
12866.0,3,1227.35,283
12867.0,16,7862.6899999999905,26
12868.0,8,2247.0600000000004,186
12869.0,1,337.66999999999996,682
12870.0,4,1647.1500000000005,366
12871.0,3,744.0199999999998,84
12872.0,13,3678.339999999996,327
12873.0,3,2027.3000000000002,282
12874.0,3,933.4199999999998,385
12875.0,5,1356.99,143
12876.0,5,4068.5900000000006,58
12877.0,20,2955.1699999999983,4
12878.0,3,841.6399999999999,18
12879.0,4,552.57,45
12880.0,2,640.1299999999998,382
12881.0,1,298.0,276
12882.0,2,1463.0399999999995,9
12883.0,4,703.4700000000001,25
12884.0,1,309.05000000000007,88
12885.0,4,1158.2699999999995,63
12886.0,3,1351.0900000000001,68
12887.0,1,222.4,384
12888.0,4,313.77,214
12889.0,6,365.6600000000001,381
12890.0,2,717.2699999999999,24
12891.0,12,819.5,186
12892.0,1,263.37999999999994,397
12893.0,1,188.14,31
12894.0,1,157.35,575
12895.0,3,347.29999999999995,42
12897.0,4,514.25,205
12898.0,2,310.96000000000004,464
12899.0,1,366.4,414
12900.0,1,340.33000000000004,422
12901.0,36,16293.099999999997,9
12902.0,1,138.68,265
12903.0,1,833.5300000000001,429
12904.0,2,509.57999999999976,18
12905.0,3,1011.8200000000003,577
12906.0,5,2919.809999999999,12
12907.0,3,440.3599999999999,396
12908.0,7,1272.0,59
12909.0,13,3034.7700000000004,40
12910.0,14,5747.019999999999,23
12911.0,1,1680.4700000000003,552
12912.0,5,1662.3,3
12913.0,13,6700.8600000000015,5
12914.0,1,223.98,401
12915.0,8,1084.8500000000004,149
12916.0,8,4630.219999999998,139
12917.0,8,4329.500000000001,128
12919.0,8,1301.4399999999998,8
12920.0,4,488.09000000000003,17
12921.0,103,34639.45000000005,4
12922.0,1,405.38,161
12923.0,3,789.8699999999998,64
12924.0,14,2423.1499999999996,88
12925.0,3,729.3299999999997,5
12926.0,4,1548.4600000000007,411
12927.0,1,197.31,395
12928.0,12,4304.890000000002,35
12929.0,2,105.10000000000001,122
12930.0,4,409.90000000000003,78
12931.0,71,71299.67000000004,22
12932.0,8,1698.5600000000004,539
12933.0,11,1627.2800000000016,24
12934.0,1,181.65,737
12935.0,19,4182.010000000001,2
12936.0,5,1012.9000000000003,17
12937.0,9,3097.6099999999997,15
12938.0,1,114.14,26
12939.0,20,25264.800000000007,64
12940.0,4,876.29,46
12941.0,1,377.4900000000002,724
12942.0,3,942.6500000000001,131
12943.0,4,488.9999999999999,301
12944.0,2,604.51,36
12945.0,2,900.11,288
12946.0,1,324.45,437
12947.0,11,1711.3299999999997,144
12948.0,10,2306.18,16
12949.0,28,15391.000000000015,31
12950.0,3,1843.0,2
12951.0,20,3164.42,9
12952.0,5,1382.8400000000004,6
12953.0,2,828.8099999999998,10
12954.0,1,162.45,639
12955.0,14,4734.259999999999,1
12956.0,4,521.8899999999998,306
12957.0,21,8628.420000000004,4
12958.0,2,539.4899999999999,400
12959.0,2,133.35,484
12960.0,4,1322.0700000000002,414
12961.0,1,211.99,379
12962.0,2,266.39000000000004,7
12963.0,14,3512.7900000000027,8
12964.0,1,132.24,437
12965.0,1,771.9099999999996,89
12966.0,1,160.18,10
12967.0,5,3840.77,3
12968.0,1,135.95,112
12969.0,1,122.45,603
12970.0,10,1524.9700000000003,7
12971.0,120,15482.740000000002,4
12972.0,6,1115.9499999999998,414
12973.0,1,385.55,414
12974.0,2,408.95,198
12975.0,8,1993.9900000000007,430
12976.0,8,3156.3799999999983,212
12977.0,4,517.6299999999999,156
12978.0,6,2496.069999999999,385
12979.0,2,479.54000000000013,729
12980.0,26,15909.389999999998,156
12981.0,2,372.21999999999997,30
12982.0,17,2562.12,240
12983.0,1,490.08,598
12984.0,1,97.5,19
12985.0,3,1215.6200000000001,1
12986.0,12,1991.590000000002,403
12987.0,6,1298.51,74
12988.0,1,535.32,292
12989.0,39,12846.800000000001,3
12990.0,7,955.4999999999999,31
12991.0,3,764.8199999999999,23
12992.0,1,93.35000000000001,725
12993.0,10,1191.2600000000002,23
12994.0,5,902.2200000000001,4
12995.0,2,200.72,78
12996.0,1,355.5,376
12997.0,16,2065.1099999999997,22
12998.0,4,897.3799999999999,493
12999.0,3,455.8799999999999,196
13000.0,5,965.0000000000002,107
13001.0,37,24136.04999999996,4
13002.0,3,414.13000000000005,318
13003.0,3,149.05,106
13004.0,46,11143.989999999989,12
13005.0,6,935.0299999999999,174
13006.0,1,81.57,56
13007.0,1,175.25,580
13008.0,7,543.28,323
13009.0,1,234.0,673
13010.0,2,330.12,374
13011.0,1,101.10000000000002,372
13012.0,15,2591.1800000000017,9
13013.0,31,12601.820000000007,1
13014.0,18,5220.830000000003,3
13015.0,14,6465.719999999998,53
13016.0,3,789.8899999999996,73
13017.0,1,204.0,7
13018.0,37,9742.809999999996,16
13019.0,8,1212.9500000000003,379
13020.0,5,606.9600000000002,548
13021.0,24,4786.379999999997,4
13022.0,1,65.3,430
13023.0,3,1449.0300000000002,64
13024.0,3,535.42,464
13025.0,1,323.39,732
13026.0,13,1690.1200000000001,1
13027.0,23,17148.0,114
13028.0,3,659.6800000000001,23
13029.0,5,1927.2999999999997,31
13030.0,2,1227.2199999999998,11
13031.0,5,3419.2699999999973,407
13032.0,11,2817.5900000000015,39
13033.0,2,220.54999999999998,357
13034.0,3,922.6799999999998,55
13035.0,4,1328.95,58
13036.0,1,307.1,685
13037.0,16,3842.5499999999993,138
13038.0,3,908.46,80
13039.0,4,1010.7299999999999,584
13040.0,2,676.9900000000001,9
13041.0,4,799.13,451
13042.0,4,1522.7900000000009,584
13043.0,2,471.57000000000005,254
13044.0,13,4824.200000000006,291
13045.0,3,808.9200000000001,99
13046.0,3,949.2500000000001,31
13047.0,42,8466.720000000007,32
13048.0,13,4035.16,14
13049.0,5,1384.1400000000003,64
13050.0,57,11822.439999999975,9
13051.0,2,155.8,579
13052.0,7,3168.530000000001,212
13053.0,1,127.65,622
13055.0,6,2292.5099999999998,64
13056.0,1,209.48000000000002,551
13057.0,4,540.74,530
13058.0,3,271.4,25
13059.0,12,2272.6200000000003,250
13060.0,1,307.53000000000003,254
13061.0,1,248.61,72
13062.0,1,346.98,191
13063.0,1,188.39999999999998,481
13064.0,6,1680.740000000001,13
13065.0,6,1255.9600000000007,373
13066.0,3,430.9000000000001,24
13067.0,3,508.50999999999993,82
13068.0,2,344.0,10
13069.0,42,8747.469999999983,1
13070.0,5,743.8999999999997,192
13071.0,1,129.22,612
13072.0,1,177.14999999999998,267
13073.0,2,418.08,411
13074.0,5,1362.8400000000001,511
13075.0,1,919.61,130
13076.0,1,135.4,458
13077.0,14,3040.169999999997,1
13078.0,95,28883.830000000013,1
13079.0,6,419.17999999999995,4
13080.0,5,260.83000000000004,179
13081.0,44,58328.150000000016,1
13082.0,25,7268.919999999997,126
13083.0,3,395.43,4
13084.0,2,116.44999999999999,488
13085.0,10,1459.460000000001,158
13086.0,1,439.32999999999987,383
13087.0,1,313.64,726
13088.0,1,236.11000000000004,417
13089.0,247,113214.18999999943,3
13090.0,30,13771.279999999995,9
13092.0,15,2007.33,71
13093.0,88,54073.73000000008,267
13094.0,17,2214.66,21
13095.0,1,74.4,71
13096.0,1,419.70000000000005,394
13097.0,40,12861.73000000001,33
13098.0,41,28658.880000000012,1
13099.0,1,207.35999999999999,99
13101.0,4,695.4000000000001,234
13102.0,42,11440.119999999968,1
13103.0,3,709.64,40
13104.0,9,1709.1000000000001,3
13105.0,1,72.0,436
13106.0,3,586.46,129
13107.0,15,5109.619999999998,44
13108.0,2,1098.52,373
13109.0,7,1107.5800000000004,3
13110.0,14,2896.169999999999,31
13111.0,1,321.88000000000005,719
13113.0,60,16600.250000000004,1
13114.0,1,234.37999999999997,731
13115.0,23,5374.449999999995,9
13116.0,2,485.19000000000005,117
13117.0,19,2642.1099999999997,22
13118.0,12,2334.1000000000035,20
13119.0,1,134.9,669
13120.0,1,30.599999999999998,239
13121.0,2,254.7299999999999,269
13122.0,2,922.3900000000002,94
13123.0,2,506.74999999999994,473
13124.0,4,4782.449999999995,90
13125.0,1,158.57,524
13126.0,19,3902.4699999999984,5
13127.0,1,259.16999999999996,78
13128.0,1,263.5,631
13129.0,2,233.25,452
13130.0,1,64.0,94
13131.0,8,3279.7699999999995,23
13132.0,1,77.3,262
13133.0,3,200.45,274
13134.0,9,2422.2799999999997,73
13135.0,2,3371.45,197
13136.0,24,6077.799999999997,50
13137.0,17,7667.369999999968,11
13138.0,8,1454.49,22
13139.0,9,8193.83,16
13140.0,5,1215.6800000000003,108
13141.0,21,7536.629999999995,85
13142.0,1,307.0899999999999,19
13143.0,2,399.20000000000005,582
13144.0,2,135.35,333
13145.0,8,1419.77,40
13146.0,1,228.91,26
13147.0,4,712.8000000000001,10
13148.0,36,8123.59999999998,29
13149.0,4,1676.0599999999997,14
13150.0,4,435.0199999999999,471
13151.0,5,2511.690000000003,203
13152.0,9,2114.9800000000005,417
13153.0,1,486.22,6
13154.0,5,997.4300000000011,144
13155.0,6,1750.1800000000007,33
13156.0,3,1586.540000000001,385
13157.0,10,5667.71,49
13158.0,5,1508.1800000000005,95
13159.0,5,1379.7500000000007,9
13160.0,1,91.8,22
13161.0,2,478.88,313
13162.0,19,9116.939999999997,122
13163.0,2,1.7763568394002505e-15,610
13164.0,3,297.46,569
13165.0,3,1451.1600000000005,46
13166.0,3,881.6800000000001,282
13167.0,5,1125.1499999999999,19
13168.0,6,1866.2600000000007,36
13169.0,3,840.08,64
13170.0,1,116.01000000000002,27
13171.0,5,426.8099999999999,8
13172.0,1,69.6,400
13173.0,13,2620.5000000000023,4
13174.0,12,9494.839999999986,16
13175.0,4,793.1,554
13176.0,1,492.8400000000001,46
13177.0,2,512.2,65
13178.0,25,13997.889999999983,26
13179.0,1,572.3100000000001,619
13180.0,1,86.10000000000001,607
13181.0,1,359.69,381
13182.0,1,121.17999999999999,45
13183.0,18,7010.880000000003,8
13184.0,12,1648.7900000000009,15
13185.0,1,71.4,268
13186.0,5,1539.6900000000003,40
13187.0,5,348.3099999999999,337
13188.0,1,114.60000000000001,11
13189.0,2,260.68,19
13190.0,4,518.76,544
13191.0,1,164.69000000000003,658
13192.0,8,2544.5299999999993,95
13193.0,1,117.88000000000001,61
13194.0,2,472.78,136
13195.0,1,172.38,414
13196.0,8,3059.64,11
13197.0,1,373.0100000000001,610
13198.0,12,4912.279999999994,10
13199.0,69,16404.97999999999,4
13200.0,4,870.09,19
13201.0,4,1240.6100000000001,502
13202.0,8,1571.3500000000004,379
13203.0,11,2630.5500000000015,10
13204.0,1,966.66,731
13205.0,1,2803.2,443
13206.0,15,8280.129999999996,400
13207.0,4,535.86,15
13208.0,10,1970.5,59
13209.0,16,8438.060000000001,30
13210.0,1,353.47999999999996,94
13211.0,12,2706.869999999999,10
13212.0,4,780.5799999999998,9
13213.0,14,3834.6199999999994,57
13214.0,7,3264.229999999994,418
13215.0,1,81.6,402
13216.0,1,333.74,268
13217.0,6,266.1199999999999,122
13218.0,1,62.64,127
13219.0,1,76.23,618
13220.0,5,1336.09,78
13221.0,2,847.4100000000001,240
13222.0,1,88.5,577
13223.0,6,969.1200000000002,200
13224.0,3,2150.8499999999995,60
13225.0,17,15879.27,3
13226.0,2,312.45999999999987,273
