CustomerID,Frequency,Monetary,Recency,Cluster,Segment
12474.0,54,11966.449999999999,17,0,Regular Customers
12475.0,2,1149.64,54,0,Regular Customers
12476.0,38,13715.61999999998,1,0,Regular Customers
12477.0,12,20173.639999999996,23,0,Regular Customers
12478.0,1,680.9900000000002,4,0,Regular Customers
12479.0,3,477.30000000000007,4,0,Regular Customers
12480.0,8,5435.100000000001,28,0,Regular Customers
12481.0,18,12217.02999999999,23,0,Regular Customers
12482.0,32,21893.529999999984,450,1,At Risk Customers
12483.0,27,4846.869999999998,17,0,Regular Customers
12484.0,16,6303.850000000001,33,0,Regular Customers
12485.0,1,708.0999999999999,529,1,At Risk Customers
12486.0,1,1037.2800000000002,432,1,At Risk Customers
12487.0,2,259.79999999999995,731,1,At Risk Customers
12488.0,3,1298.6599999999999,10,0,Regular Customers
12489.0,1,334.92999999999995,336,1,At Risk Customers
12490.0,22,9818.64000000001,5,0,Regular Customers
12491.0,1,460.4000000000001,39,0,Regular Customers
12492.0,3,715.2100000000002,63,0,Regular Customers
12493.0,3,416.79,166,0,Regular Customers
12494.0,17,1743.5200000000007,10,0,Regular Customers
12495.0,2,323.4,635,1,At Risk Customers
12496.0,2,54.09,620,1,At Risk Customers
12497.0,4,6211.75,82,0,Regular Customers
12498.0,3,403.7,21,0,Regular Customers
12499.0,1,393.71999999999997,560,1,At Risk Customers
12500.0,25,5872.310000000002,23,0,Regular Customers
12501.0,2,2089.68,315,1,At Risk Customers
12502.0,5,3723.87,96,0,Regular Customers
12504.0,6,411.0,18,0,Regular Customers
12505.0,3,908.0000000000001,301,1,At Risk Customers
12506.0,1,73.50000000000003,233,0,Regular Customers
12507.0,5,1797.3100000000002,134,0,Regular Customers
12508.0,2,398.27000000000004,26,0,Regular Customers
12509.0,1,176.5,284,1,At Risk Customers
12510.0,16,3689.3299999999986,143,0,Regular Customers
12511.0,2,3065.770000000001,415,1,At Risk Customers
12512.0,2,138.03000000000006,66,0,Regular Customers
12513.0,2,586.7900000000001,85,0,Regular Customers
12514.0,2,1597.7600000000002,267,1,At Risk Customers
12515.0,1,383.7,353,1,At Risk Customers
12516.0,4,2648.62,78,0,Regular Customers
12517.0,6,2464.8899999999994,28,0,Regular Customers
12518.0,5,2056.8899999999994,1,0,Regular Customers
12519.0,3,695.19,64,0,Regular Customers
12520.0,6,2582.5099999999998,79,0,Regular Customers
12521.0,1,599.6800000000001,143,0,Regular Customers
12522.0,2,192.72000000000003,39,0,Regular Customers
12523.0,30,4220.849999999999,2,0,Regular Customers
12524.0,18,11091.359999999993,9,0,Regular Customers
12525.0,8,835.1799999999995,491,1,At Risk Customers
12526.0,3,1316.6600000000005,1,0,Regular Customers
12527.0,5,735.5100000000001,82,0,Regular Customers
12528.0,8,1922.2800000000009,9,0,Regular Customers
12529.0,2,311.78,523,1,At Risk Customers
12530.0,12,3689.8600000000006,60,0,Regular Customers
12531.0,3,1899.0499999999997,15,0,Regular Customers
12532.0,1,349.83,30,0,Regular Customers
12533.0,6,1149.9899999999993,619,1,At Risk Customers
12534.0,1,1089.18,131,0,Regular Customers
12535.0,2,716.3500000000001,92,0,Regular Customers
12536.0,5,4106.820000000003,8,0,Regular Customers
12537.0,1,732.9399999999998,409,1,At Risk Customers
12538.0,2,640.4499999999999,29,0,Regular Customers
12539.0,8,9498.900000000001,22,0,Regular Customers
12540.0,36,22107.29000000004,20,0,Regular Customers
12541.0,3,981.1800000000002,30,0,Regular Customers
12542.0,4,423.37999999999994,484,1,At Risk Customers
12543.0,1,980.2500000000002,448,1,At Risk Customers
12544.0,2,355.7,30,0,Regular Customers
12545.0,2,1000.3899999999999,75,0,Regular Customers
12546.0,3,1141.5,47,0,Regular Customers
12547.0,3,383.5799999999999,198,0,Regular Customers
12548.0,1,95.19999999999999,166,0,Regular Customers
12549.0,6,1575.6799999999998,576,1,At Risk Customers
12550.0,1,964.8299999999994,79,0,Regular Customers
12551.0,1,168.0,358,1,At Risk Customers
12552.0,2,437.81999999999994,39,0,Regular Customers
12553.0,17,4548.820000000003,8,0,Regular Customers
12554.0,1,468.49999999999994,449,1,At Risk Customers
12555.0,1,129.23,682,1,At Risk Customers
12556.0,2,603.7099999999997,50,0,Regular Customers
12557.0,8,18716.14,16,0,Regular Customers
12558.0,2,2.6645352591003757e-14,2,0,Regular Customers
12559.0,3,536.2099999999999,311,1,At Risk Customers
12560.0,4,2101.3900000000003,5,0,Regular Customers
12561.0,1,238.85,303,1,At Risk Customers
12562.0,9,4966.920000000003,8,0,Regular Customers
12563.0,1,249.24,409,1,At Risk Customers
12564.0,1,456.9000000000001,261,1,At Risk Customers
12565.0,2,131.17,282,1,At Risk Customers
12566.0,2,346.70000000000005,73,0,Regular Customers
12567.0,17,13393.81999999999,23,0,Regular Customers
12568.0,1,70.0,645,1,At Risk Customers
12569.0,35,4064.989999999999,2,0,Regular Customers
12570.0,1,77.52,682,1,At Risk Customers
12571.0,2,519.6099999999999,40,0,Regular Customers
12572.0,3,1004.7200000000003,9,0,Regular Customers
12573.0,5,717.4100000000001,227,0,Regular Customers
12574.0,1,218.45000000000002,316,1,At Risk Customers
12575.0,2,622.8199999999999,457,1,At Risk Customers
12576.0,11,2083.870000000001,36,0,Regular Customers
12577.0,9,1591.350000000001,35,0,Regular Customers
12578.0,7,4572.449999999999,21,0,Regular Customers
12579.0,3,410.71999999999997,73,0,Regular Customers
12580.0,2,1052.9,247,0,Regular Customers
12581.0,1,197.70999999999998,40,0,Regular Customers
12582.0,4,1980.4,239,0,Regular Customers
12583.0,31,14344.900000000005,3,0,Regular Customers
12584.0,18,1893.9500000000005,4,0,Regular Customers
12585.0,4,1982.809999999999,234,0,Regular Customers
12586.0,5,2028.670000000001,17,0,Regular Customers
12587.0,1,144.0,8,0,Regular Customers
12588.0,5,938.98,39,0,Regular Customers
12589.0,11,3094.170000000001,29,0,Regular Customers
12590.0,5,9853.480000000001,190,0,Regular Customers
12591.0,3,1352.1500000000005,317,1,At Risk Customers
12592.0,8,1152.6200000000003,92,0,Regular Customers
12593.0,3,418.09999999999997,109,0,Regular Customers
12594.0,17,5044.510000000005,38,0,Regular Customers
12595.0,1,299.02000000000004,505,1,At Risk Customers
12596.0,2,618.27,51,0,Regular Customers
12597.0,5,3683.1300000000015,19,0,Regular Customers
12598.0,15,4414.669999999999,10,0,Regular Customers
12599.0,13,2296.7199999999993,29,0,Regular Customers
12600.0,26,4955.790000000002,29,0,Regular Customers
12601.0,7,673.76,190,0,Regular Customers
12602.0,1,153.12000000000003,59,0,Regular Customers
12603.0,1,739.1999999999999,22,0,Regular Customers
12604.0,2,254.17999999999995,79,0,Regular Customers
12605.0,5,1217.9499999999991,365,1,At Risk Customers
12606.0,1,21.0,682,1,At Risk Customers
12607.0,2,3.339550858072471e-13,58,0,Regular Customers
12608.0,1,415.78999999999996,405,1,At Risk Customers
12609.0,10,3417.8599999999997,78,0,Regular Customers
12610.0,7,2057.9900000000007,23,0,Regular Customers
12611.0,1,1193.32,52,0,Regular Customers
12612.0,2,643.5900000000001,58,0,Regular Customers
12613.0,13,6591.520000000006,31,0,Regular Customers
12614.0,1,315.59999999999997,278,1,At Risk Customers
12615.0,11,5564.88,2,0,Regular Customers
12616.0,7,1045.35,85,0,Regular Customers
12617.0,1,355.5300000000002,29,0,Regular Customers
12618.0,1,177.31,22,0,Regular Customers
12619.0,14,3354.95,16,0,Regular Customers
12620.0,3,1339.4099999999999,15,0,Regular Customers
12621.0,44,24579.31000000001,2,0,Regular Customers
12622.0,1,180.09999999999997,232,0,Regular Customers
12623.0,9,3639.84,276,1,At Risk Customers
12624.0,2,641.1300000000001,106,0,Regular Customers
12625.0,5,5095.379999999998,212,0,Regular Customers
12626.0,13,6388.3499999999985,23,0,Regular Customers
12627.0,7,4478.53,11,0,Regular Customers
12628.0,4,769.6099999999998,4,0,Regular Customers
12629.0,2,1558.2199999999998,386,1,At Risk Customers
12630.0,2,1270.8799999999999,10,0,Regular Customers
12631.0,7,3452.2699999999995,57,0,Regular Customers
12632.0,4,738.8799999999999,521,1,At Risk Customers
12633.0,10,5595.210000000003,59,0,Regular Customers
12634.0,2,490.0,536,1,At Risk Customers
12635.0,4,2930.4100000000017,90,0,Regular Customers
12636.0,1,141.0,739,1,At Risk Customers
12637.0,14,8271.660000000007,67,0,Regular Customers
12638.0,2,921.4900000000001,33,0,Regular Customers
12639.0,3,1312.37,239,0,Regular Customers
12640.0,3,1174.58,24,0,Regular Customers
12641.0,1,185.9,115,0,Regular Customers
12642.0,3,1013.26,25,0,Regular Customers
12643.0,14,7880.899999999998,128,0,Regular Customers
12644.0,6,1815.540000000001,130,0,Regular Customers
12645.0,10,3499.1000000000017,34,0,Regular Customers
12646.0,2,1346.9700000000003,5,0,Regular Customers
12647.0,45,17682.789999999997,22,0,Regular Customers
12648.0,5,1097.0,155,0,Regular Customers
12649.0,10,2238.7,107,0,Regular Customers
12650.0,1,314.44,3,0,Regular Customers
12651.0,5,365.3,335,1,At Risk Customers
12652.0,3,1011.5799999999999,322,1,At Risk Customers
12653.0,3,4160.83,149,0,Regular Customers
12654.0,5,601.98,11,0,Regular Customers
12655.0,1,261.35,424,1,At Risk Customers
12656.0,12,6320.7800000000025,17,0,Regular Customers
12657.0,5,1152.06,11,0,Regular Customers
12658.0,1,686.0500000000001,19,0,Regular Customers
12659.0,1,91.68,30,0,Regular Customers
12660.0,1,245.10000000000002,11,0,Regular Customers
12661.0,1,162.00000000000003,436,1,At Risk Customers
12662.0,22,6949.170000000008,1,0,Regular Customers
12663.0,3,204.0,625,1,At Risk Customers
12664.0,12,6052.039999999999,8,0,Regular Customers
12665.0,5,301.45,325,1,At Risk Customers
12666.0,2,1020.98,359,1,At Risk Customers
12667.0,1,620.13,58,0,Regular Customers
12668.0,12,11380.70999999999,7,0,Regular Customers
12669.0,4,1607.7300000000002,151,0,Regular Customers
12670.0,8,3750.39,10,0,Regular Customers
12671.0,1,2622.481000000001,606,1,At Risk Customers
12672.0,3,410.5,330,1,At Risk Customers
12673.0,3,1230.0200000000002,5,0,Regular Customers
12674.0,7,1919.3100000000002,12,0,Regular Customers
12675.0,4,934.8000000000002,554,1,At Risk Customers
12676.0,12,2773.09,25,0,Regular Customers
12677.0,3,389.3,555,1,At Risk Customers
12678.0,23,33851.12999999998,42,0,Regular Customers
12679.0,9,1058.67,52,0,Regular Customers
12680.0,4,880.81,1,0,Regular Customers
12681.0,56,30551.76,15,0,Regular Customers
12682.0,53,23945.80999999997,4,0,Regular Customers
12683.0,27,12418.6,4,0,Regular Customers
12684.0,7,2283.6299999999997,8,0,Regular Customers
12685.0,6,2863.0800000000004,28,0,Regular Customers
12686.0,1,178.28,372,1,At Risk Customers
12687.0,2,2138.9100000000003,481,1,At Risk Customers
12688.0,1,4873.810000000005,114,0,Regular Customers
12689.0,2,1247.61,26,0,Regular Customers
12690.0,1,389.00999999999993,206,0,Regular Customers
12691.0,7,1170.4,28,0,Regular Customers
12692.0,1,110.95,637,1,At Risk Customers
12693.0,11,1640.4199999999998,121,0,Regular Customers
12694.0,4,1839.4500000000012,70,0,Regular Customers
12695.0,7,1407.12,7,0,Regular Customers
12696.0,3,801.15,435,1,At Risk Customers
12697.0,5,939.02,21,0,Regular Customers
12698.0,1,339.75000000000006,590,1,At Risk Customers
12699.0,1,638.1100000000001,418,1,At Risk Customers
12700.0,6,4867.990000000006,8,0,Regular Customers
12701.0,6,2446.4100000000003,80,0,Regular Customers
12702.0,1,219.0,20,0,Regular Customers
12703.0,7,892.1799999999998,64,0,Regular Customers
12704.0,10,2220.84,7,0,Regular Customers
12705.0,22,11553.999999999985,15,0,Regular Customers
12707.0,1,603.42,292,1,At Risk Customers
12708.0,30,5118.159999999999,30,0,Regular Customers
12709.0,55,30312.61000000002,3,0,Regular Customers
12710.0,4,1130.5700000000006,97,0,Regular Customers
12711.0,2,1339.0499999999993,612,1,At Risk Customers
12712.0,28,6979.659999999997,23,0,Regular Customers
12713.0,1,848.5499999999998,1,0,Regular Customers
12714.0,12,14093.710000000014,9,0,Regular Customers
12715.0,1,353.85999999999996,106,0,Regular Customers
12716.0,2,1053.4899999999996,4,0,Regular Customers
12717.0,4,1258.9100000000003,151,0,Regular Customers
12718.0,1,238.25000000000003,71,0,Regular Customers
12719.0,3,608.0999999999999,5,0,Regular Customers
12720.0,41,8047.879999999995,3,0,Regular Customers
12721.0,10,3906.6799999999994,32,0,Regular Customers
12722.0,6,904.33,85,0,Regular Customers
12723.0,5,725.0699999999998,4,0,Regular Customers
12724.0,7,2317.5200000000004,5,0,Regular Customers
12725.0,4,2694.56,371,1,At Risk Customers
12726.0,11,4014.5999999999985,28,0,Regular Customers
12727.0,12,5646.53,11,0,Regular Customers
12728.0,5,1070.1699999999998,71,0,Regular Customers
12729.0,1,453.0100000000001,114,0,Regular Customers
12730.0,1,829.2500000000001,522,1,At Risk Customers
12731.0,19,25673.210000000036,24,0,Regular Customers
12732.0,1,236.2600000000001,180,0,Regular Customers
12733.0,6,2326.82,234,0,Regular Customers
12734.0,3,639.6499999999999,353,1,At Risk Customers
12735.0,2,779.5699999999998,315,1,At Risk Customers
12736.0,1,234.00000000000003,333,1,At Risk Customers
12737.0,2,3710.5,499,1,At Risk Customers
12738.0,1,310.69999999999993,372,1,At Risk Customers
12739.0,4,2726.7300000000005,78,0,Regular Customers
12740.0,1,427.5999999999999,64,0,Regular Customers
12741.0,2,406.07000000000005,529,1,At Risk Customers
12742.0,2,1185.02,600,1,At Risk Customers
12743.0,2,546.4299999999997,134,0,Regular Customers
12744.0,14,13158.159999999996,52,0,Regular Customers
12745.0,3,925.4100000000002,487,1,At Risk Customers
12746.0,3,230.85,528,1,At Risk Customers
12747.0,32,9164.590000000006,2,0,Regular Customers
12748.0,365,49970.12999999977,1,2,Loyal Customers
12749.0,16,6328.4900000000025,4,0,Regular Customers
12750.0,1,275.88,129,0,Regular Customers
12751.0,1,268.27,445,1,At Risk Customers
12752.0,1,4366.779999999999,81,0,Regular Customers
12753.0,11,21024.010000000002,4,0,Regular Customers
12754.0,5,2949.12,236,0,Regular Customers
12755.0,22,6406.3499999999985,250,0,Regular Customers
12756.0,1,112.08000000000001,87,0,Regular Customers
12757.0,19,4227.7000000000035,16,0,Regular Customers
12758.0,8,9778.999999999998,117,0,Regular Customers
12759.0,8,5020.739999999994,52,0,Regular Customers
12760.0,1,347.8,456,1,At Risk Customers
12761.0,2,782.95,458,1,At Risk Customers
12762.0,2,1898.5200000000004,8,0,Regular Customers
12763.0,2,814.1600000000001,138,0,Regular Customers
12764.0,1,1693.8800000000003,317,1,At Risk Customers
12765.0,6,1404.58,472,1,At Risk Customers
12766.0,11,10026.429999999993,4,0,Regular Customers
12767.0,1,949.8199999999999,376,1,At Risk Customers
12768.0,2,2.1316282072803006e-14,432,1,At Risk Customers
12769.0,1,1143.6000000000001,239,0,Regular Customers
12770.0,7,2975.95,211,0,Regular Customers
12771.0,2,262.5,465,1,At Risk Customers
12772.0,1,892.4700000000004,60,0,Regular Customers
12774.0,1,98.7,536,1,At Risk Customers
12775.0,8,1651.3200000000006,17,0,Regular Customers
12776.0,1,55.5,668,1,At Risk Customers
12777.0,1,519.4499999999999,458,1,At Risk Customers
12778.0,10,1757.6800000000012,20,0,Regular Customers
12779.0,21,6406.759999999998,21,0,Regular Customers
12780.0,1,337.39999999999986,599,1,At Risk Customers
12781.0,5,707.72,21,0,Regular Customers
12782.0,14,4526.039999999998,5,0,Regular Customers
12783.0,8,1603.8699999999997,2,0,Regular Customers
12784.0,3,1804.750000000001,9,0,Regular Customers
12785.0,5,1079.31,3,0,Regular Customers
12786.0,1,728.4999999999999,610,1,At Risk Customers
12787.0,5,859.18,10,0,Regular Customers
12788.0,4,444.90000000000003,463,1,At Risk Customers
12789.0,3,273.34999999999997,65,0,Regular Customers
12790.0,3,563.4499999999999,192,0,Regular Customers
12791.0,8,777.7500000000001,374,1,At Risk Customers
12792.0,3,813.8799999999999,257,1,At Risk Customers
12793.0,3,1017.3299999999999,335,1,At Risk Customers
12794.0,2,860.4099999999999,53,0,Regular Customers
12795.0,1,430.4800000000001,19,0,Regular Customers
12796.0,1,381.0,628,1,At Risk Customers
12797.0,6,725.46,360,1,At Risk Customers
12798.0,4,8510.93,10,0,Regular Customers
12799.0,1,219.35000000000002,529,1,At Risk Customers
12800.0,3,584.2499999999999,470,1,At Risk Customers
12801.0,2,1031.87,478,1,At Risk Customers
12802.0,9,2350.4200000000005,184,0,Regular Customers
12803.0,1,1092.81,393,1,At Risk Customers
12804.0,2,327.02,466,1,At Risk Customers
12805.0,4,1434.9500000000005,382,1,At Risk Customers
12806.0,4,2878.959999999999,435,1,At Risk Customers
12807.0,3,269.95,383,1,At Risk Customers
12808.0,5,906.0999999999997,37,0,Regular Customers
12809.0,8,1705.3400000000001,168,0,Regular Customers
12810.0,2,534.99,535,1,At Risk Customers
12811.0,5,1033.9,261,1,At Risk Customers
12812.0,1,229.63999999999993,45,0,Regular Customers
12813.0,3,1687.8000000000009,502,1,At Risk Customers
12814.0,1,125.92,102,0,Regular Customers
12815.0,2,1063.46,148,0,Regular Customers
12816.0,2,572.2,96,0,Regular Customers
12817.0,3,690.98,281,1,At Risk Customers
12818.0,2,1517.8799999999999,178,0,Regular Customers
12819.0,1,540.5200000000001,458,1,At Risk Customers
12820.0,13,2647.940000000002,3,0,Regular Customers
12821.0,2,220.79999999999998,214,0,Regular Customers
12822.0,3,918.9799999999999,71,0,Regular Customers
12823.0,18,6501.5,75,0,Regular Customers
12824.0,1,397.11999999999995,60,0,Regular Customers
12825.0,2,518.63,521,1,At Risk Customers
12826.0,15,2928.6900000000032,3,0,Regular Customers
12827.0,3,430.15,6,0,Regular Customers
12828.0,6,1018.7100000000003,3,0,Regular Customers
12829.0,4,345.3500000000001,322,1,At Risk Customers
12830.0,7,6748.4000000000015,38,0,Regular Customers
12831.0,3,451.11,262,1,At Risk Customers
12832.0,2,383.03000000000003,32,0,Regular Customers
12833.0,1,417.37999999999994,145,0,Regular Customers
12834.0,1,312.38,283,1,At Risk Customers
12835.0,49,6018.669999999981,418,1,At Risk Customers
12836.0,17,6546.469999999993,59,0,Regular Customers
12837.0,2,688.41,173,0,Regular Customers
12838.0,12,3376.0299999999997,34,0,Regular Customers
12839.0,31,9927.82999999999,3,0,Regular Customers
12840.0,11,4013.870000000001,144,0,Regular Customers
12841.0,42,7390.479999999985,5,0,Regular Customers
12842.0,4,1917.9900000000002,70,0,Regular Customers
12843.0,34,6345.609999999997,66,0,Regular Customers
12844.0,4,648.6000000000001,29,0,Regular Customers
12845.0,4,354.09000000000003,267,1,At Risk Customers
12846.0,1,15.58,682,1,At Risk Customers
12847.0,2,1636.8999999999999,22,0,Regular Customers
12848.0,1,208.00000000000003,676,1,At Risk Customers
12849.0,6,3090.5600000000004,31,0,Regular Customers
12850.0,1,330.0,446,1,At Risk Customers
12851.0,2,284.13000000000005,97,0,Regular Customers
12852.0,2,299.75,290,1,At Risk Customers
12853.0,16,3728.5000000000023,108,0,Regular Customers
12854.0,11,2922.369999999999,79,0,Regular Customers
12855.0,4,650.9400000000005,373,1,At Risk Customers
12856.0,8,2162.680000000001,8,0,Regular Customers
12857.0,7,3684.249999999999,211,0,Regular Customers
12858.0,2,151.73000000000002,383,1,At Risk Customers
12859.0,1,575.0999999999999,459,1,At Risk Customers
12860.0,1,55.47,693,1,At Risk Customers
12861.0,1,68.25,620,1,At Risk Customers
12862.0,2,1008.3200000000004,426,1,At Risk Customers
12863.0,7,2775.55,52,0,Regular Customers
12864.0,2,299.57,138,0,Regular Customers
12865.0,5,3303.3100000000018,26,0,Regular Customers
12866.0,3,1227.35,283,1,At Risk Customers
12867.0,16,7862.6899999999905,26,0,Regular Customers
12868.0,8,2247.0600000000004,186,0,Regular Customers
12869.0,1,337.66999999999996,682,1,At Risk Customers
12870.0,4,1647.1500000000005,366,1,At Risk Customers
12871.0,3,744.0199999999998,84,0,Regular Customers
12872.0,13,3678.339999999996,327,1,At Risk Customers
12873.0,3,2027.3000000000002,282,1,At Risk Customers
12874.0,3,933.4199999999998,385,1,At Risk Customers
12875.0,5,1356.99,143,0,Regular Customers
12876.0,5,4068.5900000000006,58,0,Regular Customers
12877.0,20,2955.1699999999983,4,0,Regular Customers
12878.0,3,841.6399999999999,18,0,Regular Customers
12879.0,4,552.57,45,0,Regular Customers
12880.0,2,640.1299999999998,382,1,At Risk Customers
12881.0,1,298.0,276,1,At Risk Customers
12882.0,2,1463.0399999999995,9,0,Regular Customers
12883.0,4,703.4700000000001,25,0,Regular Customers
12884.0,1,309.05000000000007,88,0,Regular Customers
12885.0,4,1158.2699999999995,63,0,Regular Customers
12886.0,3,1351.0900000000001,68,0,Regular Customers
12887.0,1,222.4,384,1,At Risk Customers
12888.0,4,313.77,214,0,Regular Customers
12889.0,6,365.6600000000001,381,1,At Risk Customers
12890.0,2,717.2699999999999,24,0,Regular Customers
12891.0,12,819.5,186,0,Regular Customers
12892.0,1,263.37999999999994,397,1,At Risk Customers
12893.0,1,188.14,31,0,Regular Customers
12894.0,1,157.35,575,1,At Risk Customers
12895.0,3,347.29999999999995,42,0,Regular Customers
12897.0,4,514.25,205,0,Regular Customers
12898.0,2,310.96000000000004,464,1,At Risk Customers
12899.0,1,366.4,414,1,At Risk Customers
12900.0,1,340.33000000000004,422,1,At Risk Customers
